Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
539523,ALKEM,Alkem Laboratories Ltd,17 Feb 2023,Interim Dividend - Rs. - 15.0000,18 Feb 2023,-,-,14 Feb 2023,17 Feb 2023,-
543225,ALTIUSINVIT,Altius Telecom Infrastructure Trust,17 Feb 2023,Income Distribution (InvIT) ,17 Feb 2023,-,-,13 Feb 2023,17 Feb 2023,-
524804,AUROPHARMA,Aurobindo Pharma Ltd,17 Feb 2023,Interim Dividend - Rs. - 3.0000,17 Feb 2023,-,-,13 Feb 2023,17 Feb 2023,-
502355,BALKRISIND,Balkrishna Industries Ltd-$,17 Feb 2023,Interim Dividend - Rs. - 4.0000,18 Feb 2023,-,-,14 Feb 2023,17 Feb 2023,-
543253,BECTORFOOD,Mrs. Bectors Food Specialities Ltd,17 Feb 2023,Interim Dividend - Rs. - 1.2500,17 Feb 2023,-,-,13 Feb 2023,17 Feb 2023,-
540073,BLS,BLS International Services Ltd,17 Feb 2023,Interim Dividend - Rs. - 0.5000,17 Feb 2023,-,-,13 Feb 2023,17 Feb 2023,-
533267,CANTABIL,Cantabil Retail India Ltd,17 Feb 2023,Interim Dividend - Rs. - 2.0000,17 Feb 2023,-,-,13 Feb 2023,17 Feb 2023,-
531595,CGCL,Capri Global Capital Ltd,17 Feb 2023,Right Issue of Equity Shares ,17 Feb 2023,-,-,14 Feb 2023,17 Feb 2023,-
506395,COROMANDEL,Coromandel International Ltd,17 Feb 2023,Interim Dividend - Rs. - 6.0000,17 Feb 2023,-,-,13 Feb 2023,17 Feb 2023,-
500117,DCW,DCW Ltd,17 Feb 2023,Interim Dividend - Rs. - 0.2000,17 Feb 2023,-,-,13 Feb 2023,17 Feb 2023,-
532809,FSL,Firstsource Solutions Ltd,17 Feb 2023,Interim Dividend - Rs. - 3.5000,17 Feb 2023,-,-,13 Feb 2023,17 Feb 2023,-
500182,HEROMOTOCO,Hero MotoCorp Ltd,17 Feb 2023,Interim Dividend - Rs. - 65.0000,17 Feb 2023,-,-,13 Feb 2023,17 Feb 2023,-
524164,IOLCP,IOL Chemicals & Pharmaceuticals Ltd,17 Feb 2023,Interim Dividend - Rs. - 4.0000,17 Feb 2023,-,-,13 Feb 2023,17 Feb 2023,-
541956,IRCON,IRCON International Ltd,17 Feb 2023,Interim Dividend - Rs. - 1.8000,17 Feb 2023,-,-,13 Feb 2023,17 Feb 2023,-
506943,JBCHEPHARM,JB Chemicals & Pharmaceuticals Ltd,17 Feb 2023,Interim Dividend - Rs. - 8.5000,18 Feb 2023,-,-,14 Feb 2023,17 Feb 2023,-
532162,JKPAPER,JK Paper Ltd,17 Feb 2023,Interim Dividend - Rs. - 4.0000,17 Feb 2023,-,-,13 Feb 2023,17 Feb 2023,-
540696,KCDGROUP,KCD Industries India Ltd,17 Feb 2023,Stock  Split From Rs.5/- to Rs.1/-,17 Feb 2023,-,-,13 Feb 2023,17 Feb 2023,-
500245,KIRLFER,Kirloskar Ferrous Industries Ltd,17 Feb 2023,Interim Dividend - Rs. - 2.5000,17 Feb 2023,-,-,13 Feb 2023,17 Feb 2023,-
538962,MINDACORP,Minda Corporation Ltd,17 Feb 2023,Interim Dividend - Rs. - 0.4000,18 Feb 2023,-,-,14 Feb 2023,17 Feb 2023,-
533098,NHPC,NHPC Ltd,17 Feb 2023,Interim Dividend - Rs. - 1.4000,17 Feb 2023,-,-,13 Feb 2023,17 Feb 2023,-
500307,NIRLON,Nirlon Ltd,17 Feb 2023,Interim Dividend - Rs. - 15.0000,17 Feb 2023,-,-,13 Feb 2023,17 Feb 2023,-
532827,PAGEIND,Page Industries Ltd,17 Feb 2023,Interim Dividend - Rs. - 60.0000,17 Feb 2023,-,-,13 Feb 2023,17 Feb 2023,-
543352,POBS ,PlatinumOne Business Services Ltd,17 Feb 2023,Interim Dividend - Rs. - 2.0000,17 Feb 2023,-,-,13 Feb 2023,17 Feb 2023,-
541556,RITES,RITES Ltd,17 Feb 2023,Interim Dividend - Rs. - 6.0000,17 Feb 2023,-,-,13 Feb 2023,17 Feb 2023,-
523025,SAFARI,Safari Industries India Ltd,17 Feb 2023,Interim Dividend - Rs. - 1.5000,17 Feb 2023,-,-,13 Feb 2023,17 Feb 2023,-
533206,SJVN,SJVN Ltd,17 Feb 2023,Interim Dividend - Rs. - 1.1500,17 Feb 2023,-,-,13 Feb 2023,17 Feb 2023,-
541967,SKYGOLD,Sky Gold And Diamonds Ltd,17 Feb 2023,Interim Dividend - Rs. - 1.0000,18 Feb 2023,-,-,14 Feb 2023,17 Feb 2023,-
590071,SUNDARMFIN,Sundaram Finance Ltd,17 Feb 2023,Interim Dividend - Rs. - 12.0000,17 Feb 2023,-,-,13 Feb 2023,17 Feb 2023,-
511764,AASTAFIN,Aastamangalam Finance Ltd,20 Feb 2023,E.G.M. ,-,21 Feb 2023,27 Feb 2023,15 Feb 2023,21 Feb 2023,-
530499,AKCAPIT,AK Capital Services Ltd,20 Feb 2023,Interim Dividend - Rs. - 6.0000,20 Feb 2023,-,-,14 Feb 2023,20 Feb 2023,-
541143,BDL,Bharat Dynamics Ltd,20 Feb 2023,Interim Dividend - Rs. - 8.1500,20 Feb 2023,-,-,14 Feb 2023,20 Feb 2023,-
500133,ESABINDIA,Esab India Ltd,20 Feb 2023,Interim Dividend - Rs. - 28.0000,20 Feb 2023,-,-,14 Feb 2023,20 Feb 2023,-
540935,GALAXYSURF,Galaxy Surfactants Ltd,20 Feb 2023,Interim Dividend - Rs. - 18.0000,20 Feb 2023,-,-,14 Feb 2023,20 Feb 2023,-
542011,GRSE,Garden Reach Shipbuilders & Engineers Ltd,20 Feb 2023,Interim Dividend - Rs. - 5.5000,20 Feb 2023,-,-,14 Feb 2023,20 Feb 2023,-
542323,KPIGREEN,KPI Green Energy Ltd,20 Feb 2023,Interim Dividend - Rs. - 0.2000,20 Feb 2023,-,-,14 Feb 2023,20 Feb 2023,-
513097,SBCL,Shivalik Bimetal Controls Ltd,20 Feb 2023,Interim Dividend - Rs. - 0.5000,20 Feb 2023,-,-,14 Feb 2023,20 Feb 2023,-
533553,TDPOWERSYS,TD Power Systems Ltd,20 Feb 2023,Interim Dividend - Rs. - 0.5000,20 Feb 2023,-,-,14 Feb 2023,20 Feb 2023,-
532539,UNOMINDA,UNO Minda Ltd-$,20 Feb 2023,Interim Dividend - Rs. - 0.5000,20 Feb 2023,-,-,14 Feb 2023,20 Feb 2023,-
500710,AKZOINDIA,Akzo Nobel India Ltd,21 Feb 2023,Interim Dividend - Rs. - 25.0000,21 Feb 2023,-,-,15 Feb 2023,21 Feb 2023,-
506597,AMAL,Amal Ltd,21 Feb 2023,Right Issue of Equity Shares ,21 Feb 2023,-,-,16 Feb 2023,21 Feb 2023,-
543655,ANZEN,Anzen India Energy Yield Plus Trust,21 Feb 2023,Income Distribution (InvIT) ,21 Feb 2023,-,-,15 Feb 2023,21 Feb 2023,-
526433,ASMTEC,ASM Technologies Ltd,21 Feb 2023,Interim Dividend - Rs. - 1.0000,21 Feb 2023,-,-,15 Feb 2023,21 Feb 2023,-
519105,AVTNPL,AVT Natural Products Ltd,21 Feb 2023,Interim Dividend - Rs. - 0.4000,21 Feb 2023,-,-,15 Feb 2023,21 Feb 2023,-
531862,BHARATAGRI,Bharat Agri Fert & Realty Ltd,21 Feb 2023,E.G.M. ,-,22 Feb 2023,28 Feb 2023,16 Feb 2023,22 Feb 2023,-
539598,CGFL,Credent Global Finance Ltd,21 Feb 2023,Interim Dividend - Rs. - 0.5000,21 Feb 2023,-,-,15 Feb 2023,21 Feb 2023,-
500480,CUMMINSIND,Cummins India Ltd,21 Feb 2023,Interim Dividend - Rs. - 12.0000,21 Feb 2023,-,-,15 Feb 2023,21 Feb 2023,-
500068,DISAQ,Disa India Ltd,21 Feb 2023,Interim Dividend - Rs. - 100.0000,21 Feb 2023,-,-,15 Feb 2023,21 Feb 2023,-
541300,INTERISE,INTERISE TRUST,21 Feb 2023,Income Distribution (InvIT) ,21 Feb 2023,-,-,15 Feb 2023,21 Feb 2023,-
500290,MRF,MRF Ltd,21 Feb 2023,Interim Dividend - Rs. - 3.0000,21 Feb 2023,-,-,15 Feb 2023,21 Feb 2023,-
524816,NATCOPHARM,Natco Pharma Ltd,21 Feb 2023,Interim Dividend - Rs. - 1.2500,21 Feb 2023,-,-,15 Feb 2023,21 Feb 2023,-
511076,SATINDLTD,Sat Industries Ltd-$,21 Feb 2023,Interim Dividend - Rs. - 0.1000,21 Feb 2023,-,-,15 Feb 2023,21 Feb 2023,-
542852,VISHWARAJ,Vishwaraj Sugar Industries Ltd,21 Feb 2023,Interim Dividend - Rs. - 0.1000,21 Feb 2023,-,-,15 Feb 2023,21 Feb 2023,-
500038,BALRAMCHIN,Balrampur Chini Mills Ltd,22 Feb 2023,Interim Dividend - Rs. - 2.5000,22 Feb 2023,-,-,16 Feb 2023,22 Feb 2023,-
500530,BOSCHLTD,Bosch Ltd,22 Feb 2023,Interim Dividend - Rs. - 200.0000,22 Feb 2023,-,-,16 Feb 2023,22 Feb 2023,-
540678,COCHINSHIP,Cochin Shipyard Ltd,22 Feb 2023,Interim Dividend - Rs. - 7.0000,22 Feb 2023,-,-,16 Feb 2023,22 Feb 2023,-
523369,DCMSRIND,DCM Shriram Industries Ltd-$,22 Feb 2023,Interim Dividend - Rs. - 1.0000,22 Feb 2023,-,-,16 Feb 2023,22 Feb 2023,-
526729,GOLDIAM,Goldiam International Ltd,22 Feb 2023,Interim Dividend - Rs. - 2.0000,22 Feb 2023,-,-,16 Feb 2023,22 Feb 2023,-
505720,HERCULES,Hercules Hoists Ltd,22 Feb 2023,Interim Dividend - Rs. - 0.5000,22 Feb 2023,-,-,16 Feb 2023,22 Feb 2023,-
532947,IRB,IRB Infrastructure Developers Ltd,22 Feb 2023,Stock  Split From Rs.10/- to Rs.1/-,22 Feb 2023,-,-,16 Feb 2023,22 Feb 2023,-
542830,IRCTC,Indian Railway Catering and Tourism Corporation Ltd,22 Feb 2023,Interim Dividend - Rs. - 3.5000,22 Feb 2023,-,-,16 Feb 2023,22 Feb 2023,-
542597,MSTCLTD,MSTC Ltd,22 Feb 2023,Interim Dividend - Rs. - 6.3000,22 Feb 2023,-,-,16 Feb 2023,22 Feb 2023,-
533106,OIL,Oil India Ltd,22 Feb 2023,Interim Dividend - Rs. - 10.0000,22 Feb 2023,-,-,16 Feb 2023,22 Feb 2023,-
532779,TORNTPOWER,Torrent Power Ltd,22 Feb 2023,Special Dividend - Rs. - 13.0000,22 Feb 2023,-,-,16 Feb 2023,22 Feb 2023,-
532779,TORNTPOWER,Torrent Power Ltd,22 Feb 2023,Interim Dividend - Rs. - 9.0000,22 Feb 2023,-,-,16 Feb 2023,22 Feb 2023,-
522014,UNIDT,United Drilling Tools Ltd,22 Feb 2023,Interim Dividend - Rs. - 0.6000,22 Feb 2023,-,-,16 Feb 2023,22 Feb 2023,-
590005,VEEDOL,Veedol Corporation Ltd,22 Feb 2023,Interim Dividend - Rs. - 10.0000,22 Feb 2023,-,-,16 Feb 2023,22 Feb 2023,-
538778,KALYANCAP,Kalyan Capitals Ltd,23 Feb 2023,Stock  Split From Rs.10/- to Rs.2/-,23 Feb 2023,-,-,17 Feb 2023,23 Feb 2023,-
533293,KIRLOSENG,Kirloskar Oil Engines Ltd,23 Feb 2023,Interim Dividend - Rs. - 2.5000,23 Feb 2023,-,-,17 Feb 2023,23 Feb 2023,-
542650,METROPOLIS,Metropolis Healthcare Ltd,23 Feb 2023,Interim Dividend - Rs. - 8.0000,23 Feb 2023,-,-,17 Feb 2023,23 Feb 2023,-
502168,NCLIND,NCL Industries Ltd-$,23 Feb 2023,Interim Dividend - Rs. - 1.5000,23 Feb 2023,-,-,17 Feb 2023,23 Feb 2023,-
530331,PREMCO,Premco Global Ltd-$,23 Feb 2023,Interim Dividend - Rs. - 6.0000,23 Feb 2023,-,-,17 Feb 2023,23 Feb 2023,-
532509,SUPRAJIT,Suprajit Engineering Ltd-$,23 Feb 2023,Interim Dividend - Rs. - 1.0500,23 Feb 2023,-,-,17 Feb 2023,23 Feb 2023,-
513149,ACROW,Acrow India Ltd,24 Feb 2023,E.G.M. ,-,25 Feb 2023,02 Mar 2023,21 Feb 2023,24 Feb 2023,-
590006,AMRUTANJAN,Amrutanjan Health Care Ltd-$,24 Feb 2023,Interim Dividend - Rs. - 1.0000,24 Feb 2023,-,-,20 Feb 2023,24 Feb 2023,-
508869,APOLLOHOSP,Apollo Hospitals Enterprise Ltd,24 Feb 2023,Interim Dividend - Rs. - 6.0000,24 Feb 2023,-,-,20 Feb 2023,24 Feb 2023,-
500039,BANCOINDIA,Banco Products (India) Ltd-$,24 Feb 2023,Interim Dividend - Rs. - 8.0000,25 Feb 2023,-,-,21 Feb 2023,24 Feb 2023,-
500048,BEML,BEML Ltd,24 Feb 2023,Interim Dividend - Rs. - 5.0000,24 Feb 2023,-,-,20 Feb 2023,24 Feb 2023,-
542669,BMW,BMW Industries Ltd,24 Feb 2023,Interim Dividend - Rs. - 0.2000,24 Feb 2023,-,-,20 Feb 2023,24 Feb 2023,-
500084,CESC,CESC Ltd,24 Feb 2023,Interim Dividend - Rs. - 4.5000,24 Feb 2023,-,-,20 Feb 2023,24 Feb 2023,-
533260,CPCAP,CP Capital Ltd,24 Feb 2023,Interim Dividend - Rs. - 1.0000,24 Feb 2023,-,-,20 Feb 2023,24 Feb 2023,-
522261,DOLPHIN,Dolphin Offshore Enterprises (India) Ltd-$,24 Feb 2023,Resolution Plan -Suspension ,24 Feb 2023,-,-,22 Feb 2023,24 Feb 2023,-
532240,INDNIPPON,India Nippon Electricals Ltd,24 Feb 2023,Interim Dividend - Rs. - 9.2500,24 Feb 2023,-,-,20 Feb 2023,24 Feb 2023,-
532851,INSECTICID,Insecticides (India) Ltd,24 Feb 2023,Interim Dividend - Rs. - 3.0000,24 Feb 2023,-,-,20 Feb 2023,24 Feb 2023,-
538928,KARNAVATI,Karnavati Finance Ltd,24 Feb 2023,Stock  Split From Rs.10/- to Rs.1/-,24 Feb 2023,-,-,20 Feb 2023,24 Feb 2023,-
530357,KBSINDIA,KBS India Ltd,24 Feb 2023,Stock  Split From Rs.10/- to Rs.1/-,24 Feb 2023,-,-,20 Feb 2023,24 Feb 2023,-
500267,MAJESAUT,Majestic Auto Ltd-$,24 Feb 2023,Interim Dividend - Rs. - 7.5000,24 Feb 2023,-,-,20 Feb 2023,24 Feb 2023,-
526721,NICCOPAR,Nicco Parks & Resorts Ltd-$,24 Feb 2023,Interim Dividend - Rs. - 0.2500,24 Feb 2023,-,-,20 Feb 2023,24 Feb 2023,-
513683,NLCINDIA,NLC India Ltd,24 Feb 2023,Interim Dividend - Rs. - 1.5000,24 Feb 2023,-,-,20 Feb 2023,24 Feb 2023,-
526371,NMDC,NMDC Ltd,24 Feb 2023,Interim Dividend - Rs. - 3.7500,24 Feb 2023,-,-,20 Feb 2023,24 Feb 2023,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,24 Feb 2023,Interim Dividend - Rs. - 4.0000,24 Feb 2023,-,-,20 Feb 2023,24 Feb 2023,-
531726,PANCHSHEEL,Panchsheel Organics Ltd,24 Feb 2023,Interim Dividend - Rs. - 0.8000,24 Feb 2023,-,-,20 Feb 2023,24 Feb 2023,-
532810,PFC,Power Finance Corporation Ltd,24 Feb 2023,Interim Dividend - Rs. - 3.5000,24 Feb 2023,-,-,20 Feb 2023,24 Feb 2023,-
523642,PIIND,PI Industries Ltd,24 Feb 2023,Interim Dividend - Rs. - 4.5000,24 Feb 2023,-,-,20 Feb 2023,24 Feb 2023,-
513519,PITTIENG,Pitti Engineering Ltd-$,24 Feb 2023,Interim Dividend - Rs. - 1.5000,24 Feb 2023,-,-,20 Feb 2023,24 Feb 2023,-
524051,POLYPLEX,Polyplex Corporation Ltd,24 Feb 2023,Interim Dividend - Rs. - 30.0000,24 Feb 2023,-,-,20 Feb 2023,24 Feb 2023,-
523539,PRECWIRE,Precision Wires India Ltd,24 Feb 2023,Interim Dividend - Rs. - 0.3000,24 Feb 2023,-,-,20 Feb 2023,24 Feb 2023,-
526725,SANDESH,Sandesh Ltd,24 Feb 2023,Interim Dividend - Rs. - 5.0000,24 Feb 2023,-,-,20 Feb 2023,24 Feb 2023,-
539201,SATIA,Satia Industries Ltd,24 Feb 2023,Interim Dividend - Rs. - 0.2000,24 Feb 2023,-,-,20 Feb 2023,24 Feb 2023,-
505160,TALBROAUTO,Talbros Automotive Components Ltd,24 Feb 2023,Interim Dividend - Rs. - 1.0000,24 Feb 2023,-,-,20 Feb 2023,24 Feb 2023,-
543596,TMB,Tamilnad Mercantile Bank Ltd,24 Feb 2023,Interim Dividend - Rs. - 5.0000,24 Feb 2023,-,-,20 Feb 2023,24 Feb 2023,-
543689,UNIPARTS,Uniparts India Ltd,24 Feb 2023,Interim Dividend - Rs. - 8.2500,24 Feb 2023,-,-,20 Feb 2023,24 Feb 2023,-
543670,VINNY,Vinny Overseas Ltd,24 Feb 2023,Stock  Split From Rs.10/- to Rs.1/-,24 Feb 2023,-,-,20 Feb 2023,24 Feb 2023,-
543670,VINNY,Vinny Overseas Ltd,24 Feb 2023,Bonus issue 13:10,24 Feb 2023,-,-,20 Feb 2023,24 Feb 2023,-
540725,SHAREINDIA,Share India Securities Ltd,28 Feb 2023,Right Issue of Equity Shares with Warrants ,28 Feb 2023,-,-,23 Feb 2023,28 Feb 2023,-
531370,SPAR,Sparc Electrex Ltd,28 Feb 2023,Right Issue of Equity Shares ,28 Feb 2023,-,-,22 Feb 2023,28 Feb 2023,-
543544,JAYANT,Jayant Infratech Ltd,01 Mar 2023,Bonus issue 2:1,01 Mar 2023,-,-,27 Feb 2023,01 Mar 2023,-
511768,MASTERTR,Master Trust Ltd,01 Mar 2023,E.G.M. ,-,02 Mar 2023,06 Mar 2023,24 Feb 2023,02 Mar 2023,-
542904,UJJIVANSFB,Ujjivan Small Finance Bank Ltd,01 Mar 2023,Interim Dividend - Rs. - 0.7500,01 Mar 2023,-,-,23 Feb 2023,01 Mar 2023,-
542772,360ONE,360 ONE WAM LTD,02 Mar 2023,Stock  Split From Rs.2/- to Rs.1/-,02 Mar 2023,-,-,24 Feb 2023,02 Mar 2023,-
542772,360ONE,360 ONE WAM LTD,02 Mar 2023,Bonus issue 1:1,02 Mar 2023,-,-,24 Feb 2023,02 Mar 2023,-
532141,ACL,Andhra Cements Ltd,03 Mar 2023,Resolution Plan -Suspension ,03 Mar 2023,-,-,01 Mar 2023,03 Mar 2023,-
538817,CAPPIPES,Captain Pipes Ltd,03 Mar 2023,Bonus issue 2:1,03 Mar 2023,-,-,27 Feb 2023,03 Mar 2023,-
538817,CAPPIPES,Captain Pipes Ltd,03 Mar 2023,Stock  Split From Rs.10/- to Rs.1/-,03 Mar 2023,-,-,27 Feb 2023,03 Mar 2023,-
532041,HINDBIO,Hindustan Bio Sciences Ltd,03 Mar 2023,Reduction of Capital ,03 Mar 2023,-,-,27 Feb 2023,03 Mar 2023,-
543599,KSOLVES,Ksolves India Ltd,03 Mar 2023,Interim Dividend - Rs. - 3.0000,04 Mar 2023,-,-,28 Feb 2023,03 Mar 2023,-
505509,RESPONIND,Responsive Industries Ltd,03 Mar 2023,E.G.M. ,-,04 Mar 2023,10 Mar 2023,28 Feb 2023,03 Mar 2023,-
522171,TMTIND-B1,TMT India Ltd,03 Mar 2023,E.G.M. ,-,04 Mar 2023,10 Mar 2023,28 Feb 2023,03 Mar 2023,-
501111,ZGOLDINV,Gold Rock Investments Ltd,03 Mar 2023,E.G.M. ,-,05 Mar 2023,11 Mar 2023,28 Feb 2023,03 Mar 2023,-
539032,FRASER,Fraser and Company Ltd,06 Mar 2023,E.G.M. ,-,08 Mar 2023,14 Mar 2023,01 Mar 2023,08 Mar 2023,-
513337,GUJTLRM,Gujarat Toolroom Ltd,06 Mar 2023,Stock  Split From Rs.10/- to Rs.1/-,06 Mar 2023,-,-,28 Feb 2023,06 Mar 2023,-
532859,HGS,Hinduja Global Solutions Ltd,06 Mar 2023,Interim Dividend - Rs. - 2.5000,06 Mar 2023,-,-,28 Feb 2023,06 Mar 2023,-
532859,HGS,Hinduja Global Solutions Ltd,06 Mar 2023,Buy Back of Shares ,06 Mar 2023,-,-,28 Feb 2023,06 Mar 2023,-
500450,MPILCORPL,MPIL Corporation Ltd,06 Mar 2023,E.G.M. ,07 Mar 2023,-,-,01 Mar 2023,06 Mar 2023,-
539725,GOKULAGRO,Gokul Agro Resources Ltd,08 Mar 2023,Right Issue of Equity Shares ,08 Mar 2023,-,-,02 Mar 2023,08 Mar 2023,-
531642,MARICO,Marico Ltd,08 Mar 2023,Interim Dividend - Rs. - 4.5000,08 Mar 2023,-,-,01 Mar 2023,08 Mar 2023,-
500357,RAMAPPR-B,Rama Paper Mills Ltd,08 Mar 2023,E.G.M. ,-,09 Mar 2023,16 Mar 2023,02 Mar 2023,09 Mar 2023,-
538579,ZINEMA,Zinema Media And Entertainment Ltd,08 Mar 2023,E.G.M. ,-,09 Mar 2023,15 Mar 2023,02 Mar 2023,09 Mar 2023,-
539686,KPEL,K.P. Energy Ltd,10 Mar 2023,Stock  Split From Rs.10/- to Rs.5/-,10 Mar 2023,-,-,03 Mar 2023,10 Mar 2023,-
503031,PENINLAND,Peninsula Land Ltd,10 Mar 2023,E.G.M. ,-,12 Mar 2023,18 Mar 2023,10 Mar 2023,10 Mar 2023,-
543590,RHETAN,Rhetan TMT Ltd,10 Mar 2023,Bonus issue 11:4,10 Mar 2023,-,-,03 Mar 2023,10 Mar 2023,-
543590,RHETAN,Rhetan TMT Ltd,10 Mar 2023,Stock  Split From Rs.10/- to Rs.1/-,10 Mar 2023,-,-,03 Mar 2023,10 Mar 2023,-
532830,ASTRAL,Astral Ltd,14 Mar 2023,Bonus issue 1:3,14 Mar 2023,-,-,08 Mar 2023,14 Mar 2023,-
516078,JUMBO,Jumbo Bag Ltd,14 Mar 2023,E.G.M. ,-,15 Mar 2023,21 Mar 2023,09 Mar 2023,15 Mar 2023,-
532749,ALLCARGO,Allcargo Logistics Ltd,15 Mar 2023,Interim Dividend - Rs. - 3.2500,15 Mar 2023,-,-,09 Mar 2023,15 Mar 2023,-
500093,CGPOWER,CG Power and Industrial Solutions Ltd,15 Mar 2023,Interim Dividend - Rs. - 1.5000,15 Mar 2023,-,-,09 Mar 2023,15 Mar 2023,-
500089,DICIND,DIC India Ltd,15 Mar 2023,Dividend - Rs. - 2.0000,15 Mar 2023,-,-,-,-,-
543713,DRONACHRYA,Droneacharya Aerial Innovations Ltd,15 Mar 2023,E.G.M. ,-,16 Mar 2023,23 Mar 2023,10 Mar 2023,16 Mar 2023,-
512441,ENBETRD,Enbee Trade & Finance Ltd,15 Mar 2023,E.G.M. ,-,16 Mar 2023,22 Mar 2023,10 Mar 2023,16 Mar 2023,-
540937,MEDICO,Medico Remedies Ltd,16 Mar 2023,Stock  Split From Rs.10/- to Rs.2/-,16 Mar 2023,-,-,10 Mar 2023,16 Mar 2023,-
540719,SBILIFE,SBI Life Insurance Company Ltd,16 Mar 2023,Interim Dividend - Rs. - 2.5000,16 Mar 2023,-,-,10 Mar 2023,16 Mar 2023,-
531205,SPRIGHT,Spright Agro Ltd,16 Mar 2023,Reduction of Capital ,16 Mar 2023,-,-,10 Mar 2023,16 Mar 2023,-
505685,TAPARIA,Taparia Tools Ltd,16 Mar 2023,Interim Dividend - Rs. - 77.5000,16 Mar 2023,-,-,10 Mar 2023,16 Mar 2023,-
526853,BI,Bilcare Ltd-$,17 Mar 2023,E.G.M. ,-,20 Mar 2023,27 Mar 2023,14 Mar 2023,20 Mar 2023,-
509486,CAPRIHANS,Caprihans India Ltd-$,17 Mar 2023,E.G.M. ,-,20 Mar 2023,27 Mar 2023,14 Mar 2023,20 Mar 2023,-
543411,HITECH,Hi-Tech Pipes Ltd,17 Mar 2023,Stock  Split From Rs.10/- to Rs.1/-,17 Mar 2023,-,-,13 Mar 2023,17 Mar 2023,-
511658,NETTLINX,Nettlinx Ltd,17 Mar 2023,Interim Dividend - Rs. - 0.4000,17 Mar 2023,-,-,13 Mar 2023,17 Mar 2023,-
543171,ROJL,RO Jewels Ltd,17 Mar 2023,Stock  Split From Rs.10/- to Rs.2/-,18 Mar 2023,-,-,14 Mar 2023,17 Mar 2023,-
524156,TCMLMTD,TCM Ltd,17 Mar 2023,E.G.M. ,-,19 Mar 2023,25 Mar 2023,14 Mar 2023,17 Mar 2023,-
541735,VIVANTA,Vivanta Industries Ltd,17 Mar 2023,Stock  Split From Rs.10/- to Rs.1/-,18 Mar 2023,-,-,14 Mar 2023,17 Mar 2023,-
538868,CSL,Continental Securities Ltd,20 Mar 2023,Stock  Split From Rs.10/- to Rs.2/-,20 Mar 2023,-,-,14 Mar 2023,20 Mar 2023,-
541154,HAL,Hindustan Aeronautics Ltd,20 Mar 2023,Interim Dividend - Rs. - 20.0000,20 Mar 2023,-,-,14 Mar 2023,20 Mar 2023,-
540914,SRUSTEELS,SRU Steels Ltd,20 Mar 2023,Interim Dividend - Rs. - 0.1000,20 Mar 2023,-,-,14 Mar 2023,20 Mar 2023,-
538351,AFEL,A.F. Enterprises Ltd,21 Mar 2023,Right Issue of Equity Shares ,22 Mar 2023,-,-,17 Mar 2023,22 Mar 2023,-
539042,AGIIL,AGI Infra Ltd,21 Mar 2023,Interim Dividend - Rs. - 1.0000,22 Mar 2023,-,-,16 Mar 2023,22 Mar 2023,-
532155,GAIL,Gail (India) Ltd,21 Mar 2023,Interim Dividend - Rs. - 4.0000,21 Mar 2023,-,-,15 Mar 2023,20 Mar 2023,-
540530,HUDCO,Housing & Urban Development Corporation Ltd,21 Mar 2023,Interim Dividend - Rs. - 0.7500,22 Mar 2023,-,-,16 Mar 2023,22 Mar 2023,-
532468,KAMAHOLD,Kama Holdings Ltd-$,21 Mar 2023,Interim Dividend - Rs. - 84.0000,21 Mar 2023,-,-,15 Mar 2023,20 Mar 2023,-
532054,KDDL,KDDL Ltd-$,21 Mar 2023,Interim Dividend - Rs. - 2.0000,21 Mar 2023,-,-,15 Mar 2023,20 Mar 2023,-
538891,MCLOUD,Magellanic Cloud Ltd,21 Mar 2023,Bonus issue 3:1,22 Mar 2023,-,-,16 Mar 2023,22 Mar 2023,-
532234,NATIONALUM,National Aluminium Company Ltd,21 Mar 2023,Interim Dividend - Rs. - 2.5000,21 Mar 2023,-,-,15 Mar 2023,20 Mar 2023,-
524570,PODDARMENT,Poddar Pigments Ltd-$,21 Mar 2023,Interim Dividend - Rs. - 3.5000,22 Mar 2023,-,-,16 Mar 2023,22 Mar 2023,-
511700,STANCAP,Standard Capital Markets Ltd,21 Mar 2023,E.G.M. ,-,22 Mar 2023,27 Mar 2023,16 Mar 2023,22 Mar 2023,-
532733,SUNTV,Sun TV Network Ltd,21 Mar 2023,Interim Dividend - Rs. - 2.5000,21 Mar 2023,-,-,15 Mar 2023,20 Mar 2023,-
541195,MIDHANI,Mishra Dhatu Nigam Ltd,23 Mar 2023,Interim Dividend - Rs. - 1.6800,23 Mar 2023,-,-,17 Mar 2023,23 Mar 2023,-
543374,ABSLAMC,Aditya Birla Sun Life AMC Ltd,24 Mar 2023,Interim Dividend - Rs. - 5.0000,24 Mar 2023,-,-,17 Mar 2023,24 Mar 2023,-
532331,AJANTPHARM,Ajanta Pharma Ltd,24 Mar 2023,Buy Back of Shares ,24 Mar 2023,-,-,17 Mar 2023,24 Mar 2023,-
543322,ALIVUS,Alivus Life Sciences Ltd,24 Mar 2023,Interim Dividend - Rs. - 21.0000,24 Mar 2023,-,-,17 Mar 2023,24 Mar 2023,-
